#;NAME;;P0;;;P1;;;F0;;;F1;;;AGE;BSURF;EDOT;
;;;(s);;;;;;(Hz);;;(s^-2);;;(Yr);(G);(ergs/s);
1660;J1755-2550;ncb+15;0.3151960620987;1.6e-12;nkt+18;2.4337E-15;1.4e-18;nkt+18;3.172628469219;1.7e-11;nkt+18;-2.4497E-14;1.5e-17;nkt+18;2.05e+06;8.86e+11;3.1e+33;
1661;J1755-26;ncb+15;0.43087215605;1.4e-10;ncb+15;12280E-18;5.0e-21;ncb+15;2.3208740364;8.0e-10;ncb+15;-6.614568E-14;3.0e-20;ncb+15;5.56e+05;2.33e+12;6.1e+33;
1662;J1755-2725;mhl+02;0.26195467832;5.0e-11;mhl+02;1.4E-17;9.0e-18;mhl+02;3.8174542497;6.0e-10;mhl+02;-2.0E-16;1.2e-16;mhl+02;3.02e+08;6.07e+10;3.0e+31;
1663;J1755-33;kek+13;0.959466;4.0e-06;kek+13;*;0;*;1.042246;5.0e-06;kek+13;*;0;*;*;*;*;
1664;J1755-3716;nbb+14;0.01278606928999;1.0e-13;nbb+14;3.1E-20;4.0e-21;nbb+14;78.2101189443;6.0e-10;nbb+14;-1.9E-16;2.0e-17;nbb+14;6.52e+09;6.38e+08;5.9e+32;
1665;J1756+1822;naf03;0.74400093976;7.0e-11;bfrs18;5.131E-16;1.7e-18;bfrs18;1.34408432377;1.2e-10;bfrs18;-9.27E-16;3.0e-18;bfrs18;2.3e+07;6.25e+11;4.9e+31;
1666;J1756-2225;hfs+04;0.40498030096;9.0e-11;hfs+04;5.2691E-14;5.0e-18;hfs+04;2.4692559061;5.0e-10;hfs+04;-3.2127E-13;3.0e-17;hfs+04;1.22e+05;4.67e+12;3.1e+34;
1667;J1756-2251;fsk+04;0.0284615890259983;5.0e-16;fsk+14;1.017502E-18;3.0e-24;fsk+14;35.1350727145469;6.0e-13;fsk+14;-1.256079E-15;3.0e-21;fsk+14;4.43e+08;5.45e+09;1.7e+33;
1668;B1753-24;cl86;0.6704799625529;1.4e-12;hlk+04;2.84740E-16;9.0e-21;hlk+04;1.491468881773;3.0e-12;hlk+04;-6.33399E-16;2.0e-20;hlk+04;3.73e+07;4.42e+11;3.7e+31;
1669;J1756-25;ncb+15;0.855986;2.0e-06;ncb+15;*;0;*;1.168243;3.0e-06;ncb+15;*;0;*;*;*;*;
1670;J1756-2619;kel+09;0.72451374873;1.1e-10;kel+09;1.238E-15;6.0e-18;kel+09;1.3802360573;3.0e-10;kel+09;-2.358E-15;1.2e-17;kel+09;9.27e+06;9.58e+11;1.3e+32;
1671;J1757-1500;bbb+12;0.179354019096;1.3e-11;bsb+19;1.5039E-15;4.0e-19;bsb+19;5.5755650475;5.0e-10;bsb+19;-4.6752E-14;1.3e-17;bsb+19;1.89e+06;5.26e+11;1.0e+34;
1672;J1757-16;fau04;0.451273;1.0e-06;fau04;*;0;*;2.215954;5.0e-06;fau04;*;0;*;*;*;*;
1673;J1757-1854;cck+18;0.021497231890027;7.0e-15;cck+18;2.6303E-18;7.0e-22;cck+18;46.517617017655;1.6e-11;cck+18;-5.6917E-15;1.6e-18;cck+18;1.29e+08;7.61e+09;1.0e+34;
1674;J1757-2223;mhl+02;0.1853101015788;1.1e-12;mhl+02;7.820E-16;3.0e-19;mhl+02;5.39635989339;3.0e-11;mhl+02;-2.2771E-14;7.0e-18;mhl+02;3.75e+06;3.85e+11;4.9e+33;
1675;B1754-24;kom74;0.23410579125;5.0e-11;ymw+17;1.30048E-14;1.7e-18;ymw+17;4.2715730980;8.0e-10;ymw+17;-2.3729E-13;3.0e-17;ymw+17;2.85e+05;1.77e+12;4.0e+34;
1676;J1757-27;ncb+15;0.01768721477177;1.1e-13;ncb+15;0.21E-18;2.0e-20;ncb+15;56.5380142043;4.0e-10;ncb+15;-6.7E-16;7.0e-17;ncb+15;1.33e+09;1.95e+09;1.5e+33;
1677;J1757-5322;eb01;0.008869961227277;4.0e-15;eb01b;2.63E-20;4.0e-22;eb01b;112.74006440127;6.0e-11;eb01b;-3.34E-16;6.0e-18;eb01b;5.34e+09;4.89e+08;1.5e+33;
1678;J1758-1931;hfs+04;0.69255157815;7.0e-11;hfs+04;1.692E-14;3.0e-17;hfs+04;1.44393577539;1.4e-10;hfs+04;-3.527E-14;5.0e-17;hfs+04;6.49e+05;3.46e+12;2.0e+33;
1679;J1758-2206;mhl+02;0.430278250497;1.5e-11;mhl+02;9.56E-16;4.0e-18;mhl+02;2.32407749833;8.0e-11;mhl+02;-5.166E-15;1.9e-17;mhl+02;7.13e+06;6.49e+11;4.7e+32;
1680;J1758-2540;mhl+02;2.1072633712;4.0e-10;mhl+02;1.55E-15;1.4e-16;mhl+02;0.47454913024;7.0e-11;mhl+02;-3.5E-16;3.0e-17;mhl+02;2.15e+07;1.83e+12;6.6e+30;
1681;J1758-2630;mhl+02;1.20289346322;1.8e-10;mhl+02;5.17E-15;8.0e-17;mhl+02;0.83132881720;1.2e-10;mhl+02;-3.57E-15;5.0e-17;mhl+02;3.69e+06;2.52e+12;1.2e+32;
1682;J1758-2846;lfl+06;0.76670638621;3.0e-11;lfl+06;9.4E-17;1.8e-17;lfl+06;1.30428025380;4.0e-11;lfl+06;-1.6E-16;3.0e-17;lfl+06;1.29e+08;2.72e+11;8.2e+30;
1683;J1758+3030;cnst96;0.94725581104;8.0e-11;snt97;7.2E-16;1.0e-17;snt97;1.05568104027;9.0e-11;snt97;-8.02E-16;1.2e-17;snt97;2.08e+07;8.36e+11;3.3e+31;
1684;J1759-1029;bbb+12;2.5122628118;5.0e-10;bbb+12;15.74E-15;2.0e-17;bbb+12;0.39804752723;8.0e-11;bbb+12;-2.494E-15;4.0e-18;bbb+12;2.53e+06;6.36e+12;3.9e+31;
1685;J1759-1736;lfl+06;0.79845156695;8.0e-11;lfl+06;2.55E-16;2.0e-17;lfl+06;1.25242411862;1.1e-10;lfl+06;-4.0E-16;3.0e-17;lfl+06;4.96e+07;4.57e+11;2.0e+31;
1686;J1759-1903;hfs+04;0.73150547250;1.7e-10;hfs+04;3.07E-15;7.0e-17;hfs+04;1.3670437715;3.0e-10;hfs+04;-5.73E-15;1.2e-16;hfs+04;3.78e+06;1.52e+12;3.1e+32;
1687;J1759-1940;mhl+02;0.254720352269;7.0e-12;mhl+02;9.34E-17;2.0e-18;mhl+02;3.92587396764;1.0e-10;mhl+02;-1.44E-15;3.0e-17;mhl+02;4.32e+07;1.56e+11;2.2e+32;
1688;J1759-1956;mhl+02;2.8433888097;3.0e-10;mhl+02;1.857E-14;5.0e-17;mhl+02;0.35169302087;3.0e-11;mhl+02;-2.297E-15;6.0e-18;mhl+02;2.43e+06;7.35e+12;3.2e+31;
1689;B1756-22;mlt+78;0.460981536134;5.0e-12;lbs+20;1.085356E-14;1.5e-19;lbs+20;2.16928428064;2.0e-11;lbs+20;-51.0746E-15;7.0e-19;lbs+20;6.73e+05;2.26e+12;4.4e+33;
1690;J1759-2302;mhl+02;0.81071772906;1.2e-10;mhl+02;1.0744E-14;1.2e-17;mhl+02;1.23347493727;1.8e-10;mhl+02;-1.6346E-14;1.7e-17;mhl+02;1.2e+06;2.99e+12;8.0e+32;
1691;J1759-2307;mhl+02;0.55888867754;3.0e-11;mhl+02;3.762E-15;3.0e-18;mhl+02;1.78926509015;7.0e-11;mhl+02;-1.2044E-14;7.0e-18;mhl+02;2.35e+06;1.47e+12;8.5e+32;
1692;J1759-24;ncb+15;1.457739;1.1e-05;ncb+15;*;0;*;0.685994;6.0e-06;ncb+15;*;0;*;*;*;*;
1693;J1759-2549;mhl+02;0.95654854873;1.1e-10;mhl+02;9.9592E-14;1.3e-17;mhl+02;1.04542524405;1.2e-10;mhl+02;-1.08846E-13;1.4e-17;mhl+02;1.52e+05;9.88e+12;4.5e+33;
1694;J1759-2922;lml+98;0.574400267809;3.0e-12;hlk+04;4.62847E-15;3.0e-20;hlk+04;1.740946263509;9.0e-12;hlk+04;-1.402839E-14;9.0e-20;hlk+04;1.97e+06;1.65e+12;9.6e+32;
1695;J1759-3107;hfs+04;1.078954946883;4.0e-12;lbs+20;3.77340E-15;1.1e-19;lbs+20;0.926822758345;3.0e-12;lbs+20;-3.24135E-15;9.0e-20;lbs+20;4.53e+06;2.04e+12;1.2e+32;
1696;J1800-0125;crh+06a;0.78318548958;3.0e-11;crh+06a;11.537E-15;5.0e-18;crh+06a;1.27683673064;5.0e-11;crh+06a;-1.8809E-14;9.0e-18;crh+06a;1.08e+06;3.04e+12;9.5e+32;
1697;J1800-2114;hfs+04;1.7992724923;7.0e-10;hfs+04;5.5E-16;2.6e-16;hfs+04;0.55578018576;2.0e-10;hfs+04;-1.7E-16;8.0e-17;hfs+04;5.18e+07;1.01e+12;3.7e+30;
1698;B1757-23;moh83;1.03082;2.0e-05;moh83;*;0;*;0.970101;1.9e-05;moh83;*;0;*;*;*;*;
1699;J1800+5034;slr+14;0.578375101145;1.1e-11;lsk+18;1.17E-16;7.0e-18;lsk+18;1.72898175945;3.0e-11;lsk+18;-3.5E-16;2.0e-17;lsk+18;7.83e+07;2.63e+11;2.4e+31;
1700;B1758-03;stwd85;0.92149286624;4.0e-11;lbs+20;3.30557E-15;9.0e-20;lbs+20;1.08519559579;4.0e-11;lbs+20;-3.8928E-15;1.0e-19;lbs+20;4.42e+06;1.77e+12;1.7e+32;
1701;J1801-0857A;lrfs11;0.0071756146066706;8.0e-16;lrfs11;-5.1310E-19;4.0e-23;lrfs11;139.360884720645;1.6e-11;lrfs11;9.9651E-15;8.0e-19;lrfs11;*;*;*;
1702;J1801-0857B;lrfs11;0.02896158773099;3.0e-14;lrfs11;2.1910E-18;5.0e-22;lrfs11;34.52849371687;4.0e-11;lrfs11;-2.6121E-15;6.0e-19;lrfs11;2.09e+08;8.06e+09;3.6e+33;
1703;J1801-0857C;lrfs11;0.00373869966067;2.0e-14;lrfs11;-6.5E-20;2.0e-21;lrfs11;267.4726751977;1.5e-09;lrfs11;4.65E-15;1.5e-16;lrfs11;*;*;*;
1704;J1801-0857D;lrfs11;0.004226532003547;3.0e-15;lrfs11;6.9E-21;6.0e-22;lrfs11;236.60059811703;1.7e-10;lrfs11;-3.9E-16;4.0e-17;lrfs11;9.71e+09;1.73e+08;3.6e+33;
1705;J1801-1417;fsk+04;0.0036250967171671;1.7e-15;dcl+16;0.530E-20;3.0e-23;dcl+16;275.85470899697;1.3e-10;dcl+16;-4.03E-16;3.0e-18;dcl+16;1.08e+10;1.4e+08;4.4e+33;
1706;J1801-1855;mhl+02;2.5504982104;1.0e-09;mhl+02;1.8E-16;2.2e-16;mhl+02;0.39208025942;1.4e-10;mhl+02;-2.8E-17;3.3e-17;mhl+02;2.22e+08;6.9e+11;4.3e+29;
1707;J1801-1909;mhl+02;1.10872484960;5.0e-11;mhl+02;7.03E-16;9.0e-18;mhl+02;0.90193703186;4.0e-11;mhl+02;-5.72E-16;7.0e-18;mhl+02;2.5e+07;8.93e+11;2.0e+31;
1708;J1801-2115;hfs+04;0.4381131572;4.0e-10;hfs+04;1.6E-17;6.0e-18;hfs+04;2.2825153353;1.8e-09;hfs+04;-8.1E-17;3.0e-17;hfs+04;4.46e+08;8.35e+10;7.3e+30;
1709;J1801-2154;hfs+04;0.375301756356;1.6e-11;psj+19;1.6018E-14;3.0e-18;psj+19;2.66452256901;1.1e-10;psj+19;-11.3721E-14;1.5e-17;psj+19;3.71e+05;2.48e+12;1.2e+34;
1710;B1758-23;mdt85;0.4158270895435;1.8e-12;ywml10;1.1293023E-13;1.1e-19;ywml10;2.40484572830;1.0e-11;ywml10;-6.531075E-13;6.0e-19;ywml10;5.83e+04;6.93e+12;6.2e+34;
1711;B1757-24;mdt85;0.124924206569;8.0e-12;hlk+04;1.279057E-13;5.0e-19;hlk+04;8.0048537226;5.0e-10;hlk+04;-8.19590E-12;3.0e-17;hlk+04;1.55e+04;4.04e+12;2.6e+36;
1712;B1758-29;jlm+92;1.0819104982770;1.2e-12;lbs+20;3.29230E-15;4.0e-20;lbs+20;0.924290873961;1.0e-12;lbs+20;-2.81266E-15;3.0e-20;lbs+20;5.21e+06;1.91e+12;1.0e+32;
1713;J1801-3210;kjv+10;0.007453584373467;3.0e-15;nbb+14;-4.4E-23;3.9e-23;nbb+14;134.16363857901;4.0e-11;nbb+14;8E-19;7.0e-19;nbb+14;*;*;*;
1714;J1801-3458;lfl+06;1.3856036231;3.0e-10;lfl+06;4.0E-16;4.0e-17;lfl+06;0.72170711979;1.3e-10;lfl+06;-2.07E-16;1.9e-17;lfl+06;5.52e+07;7.51e+11;5.9e+30;
1715;J1802+0128;ebvb01;0.554261603931;1.0e-11;ebvb01;2.109E-15;3.0e-18;ebvb01;1.80420219064;4.0e-11;ebvb01;-6.865E-15;1.0e-17;ebvb01;4.16e+06;1.09e+12;4.9e+32;
1716;J1802+03;dsm+13;0.6643;0;dsm+13;*;0;*;1.505344;0;dsm+13;*;0;*;*;*;*;
1717;J1802-0523;bbb+12;1.68057296916;9.0e-11;bsb+19;2.649E-15;3.0e-18;bsb+19;0.59503515667;4.0e-11;bsb+19;-9.379E-16;1.1e-18;bsb+19;1.01e+07;2.14e+12;2.2e+31;
1718;J1802-1745;mhl+02;0.51467137652;3.0e-11;mhl+02;5.64E-16;1.1e-17;mhl+02;1.94298740055;8.0e-11;mhl+02;-2.13E-15;4.0e-17;mhl+02;1.45e+07;5.45e+11;1.6e+32;
1719;J1802-2124;fsk+04;0.0126475935865227;4.0e-16;fsk+10;7.256E-20;3.0e-23;fsk+10;79.066424229950;2.0e-12;fsk+10;-4.5360E-16;1.6e-19;fsk+10;2.76e+09;9.69e+08;1.4e+33;
1720;J1802-2426;mhl+02;0.56900709018;3.0e-11;mhl+02;8.562E-15;7.0e-18;mhl+02;1.75744734512;9.0e-11;mhl+02;-2.6445E-14;2.0e-17;mhl+02;1.05e+06;2.23e+12;1.8e+33;
1721;J1802-3346;kjv+10;2.461051995;3.0e-09;bbb+12;1.32E-15;9.0e-17;bbb+12;0.4063303019;5.0e-10;bbb+12;-2.18E-16;1.5e-17;bbb+12;2.95e+07;1.82e+12;3.5e+30;
1722;J1803-1616;hfs+04;0.536595822673;1.8e-11;hfs+04;1.7714E-15;1.2e-18;hfs+04;1.86360004634;6.0e-11;hfs+04;-6.152E-15;4.0e-18;hfs+04;4.8e+06;9.87e+11;4.5e+32;
1723;J1803-1857;mhl+02;2.86433773648;1.3e-10;mhl+02;1.517E-14;4.0e-17;mhl+02;0.349120841186;1.5e-11;mhl+02;-1.849E-15;4.0e-18;mhl+02;2.99e+06;6.67e+12;2.5e+31;
1724;J1803-1920;hfs+04;0.443648922251;1.6e-11;hfs+04;3.297E-16;8.0e-19;hfs+04;2.25403455265;8.0e-11;hfs+04;-1.675E-15;4.0e-18;hfs+04;2.13e+07;3.87e+11;1.5e+32;
1725;B1800-21;cl86;0.13366692025028;1.7e-13;ywml10;1.34359375E-13;1.7e-20;ywml10;7.481282565107;9.0e-12;ywml10;-7.5200390E-12;9.0e-19;ywml10;1.58e+04;4.29e+12;2.2e+36;
1726;J1803-2149;pga+12;0.106332094095;3.0e-12;pga+12;1.951385E-14;7.0e-20;pga+12;9.4044983174;2.0e-10;pga+12;-17.25894E-13;6.0e-18;pga+12;8.63e+04;1.46e+12;6.4e+35;
1727;B1800-27;jlm+92;0.334415426505;3.0e-12;hlk+04;1.7113E-17;1.3e-20;hlk+04;2.990292674144;1.8e-11;hlk+04;-1.5302E-16;1.1e-19;hlk+04;3.1e+08;7.66e+10;1.8e+31;
1728;J1803-3002A;pdc+05;0.00710;0;pdc+05;*;0;*;140.845070;0;pdc+05;*;0;*;*;*;*;
1729;J1803-3002B;fre08;0.004397;0;fre08;*;0;*;227.427792;0;fre08;*;0;*;*;*;*;
1730;J1803-3002C;fre08;0.005840;0;fre08;*;0;*;171.232877;0;fre08;*;0;*;*;*;*;
1731;J1803-3329;kjv+10;0.633411983159;4.0e-12;bbb+12;0.3372E-15;2.0e-19;bbb+12;1.578751312870;1.0e-11;bbb+12;-8.405E-16;5.0e-19;bbb+12;2.98e+07;4.68e+11;5.2e+31;
1732;B1802-07;dbl+93;0.02310085528430;3.0e-14;hlk+04;4.671E-19;3.0e-22;hlk+04;43.28844052279;4.0e-11;hlk+04;-8.753E-16;4.0e-19;hlk+04;7.84e+08;3.32e+09;1.5e+33;
1733;J1804-2228;mhl+02;0.57051063348;1.0e-10;mhl+02;1.43E-16;1.0e-17;mhl+02;1.7528157081;3.0e-10;mhl+02;-4.4E-16;3.0e-17;mhl+02;6.31e+07;2.89e+11;3.0e+31;
1734;J1804-2717;llb+96;0.009343030844543;4.0e-15;dcl+16;4.085E-20;5.0e-23;dcl+16;107.03164921949;5.0e-11;dcl+16;-4.680E-16;6.0e-19;dcl+16;3.62e+09;6.25e+08;2.0e+33;
1735;J1804-28;kek+13;1.273011;9.0e-06;kek+13;*;0;*;0.785539;6.0e-06;kek+13;*;0;*;*;*;*;
1736;J1804-2858;mbc+19;0.00149268;0;mbc+19;*;0;*;669.935954;0;mbc+19;*;0;*;*;*;*;
1737;B1802+03;stwd85;0.2187115654904;1.5e-12;hlk+04;9.99455E-16;7.0e-21;hlk+04;4.57223191539;3.0e-11;hlk+04;-2.089391E-14;1.4e-19;hlk+04;3.47e+06;4.73e+11;3.8e+33;
1738;J1805+06;cck+16;0.00213;0;cck+16;*;0;*;469.483568;0;cck+16;*;0;*;*;*;*;
1739;J1805-0619;ebvb01;0.454650713078;7.0e-12;ebvb01;9.690E-16;1.3e-18;ebvb01;2.19949066665;4.0e-11;ebvb01;-4.688E-15;7.0e-18;ebvb01;7.43e+06;6.72e+11;4.1e+32;
1740;J1805-1504;lfl+06;1.1812692298;3.0e-10;lfl+06;2.7E-16;3.0e-17;lfl+06;0.84654706542;1.6e-10;lfl+06;-1.96E-16;1.6e-17;lfl+06;6.84e+07;5.75e+11;6.6e+30;
1741;J1805-2032;mhl+02;0.40576948790;5.0e-11;mhl+02;8.394E-15;7.0e-18;mhl+02;2.4644534146;3.0e-10;mhl+02;-5.098E-14;4.0e-17;mhl+02;7.66e+05;1.87e+12;5.0e+33;
1742;J1805-2037;mhl+02;0.357806774953;1.3e-11;mhl+02;1.7555E-15;1.6e-18;mhl+02;2.79480454257;1.0e-10;mhl+02;-1.3712E-14;1.2e-17;mhl+02;3.23e+06;8.02e+11;1.5e+33;
1743;J1805-2447;hfs+04;0.661401759025;1.4e-11;hfs+04;5.8E-18;7.0e-19;hfs+04;1.51194033937;3.0e-11;hfs+04;-1.33E-17;1.5e-18;hfs+04;1.8e+09;6.28e+10;7.9e+29;
1744;J1805-2948;bbb+12;0.4283409894;2.0e-10;bbb+12;0.474E-15;5.0e-18;bbb+12;2.3345886216;1.1e-09;bbb+12;-2.58E-15;3.0e-17;bbb+12;1.43e+07;4.56e+11;2.4e+32;
1745;J1806+1023;ebvb01;0.484286459778;2.0e-12;jbo+09;0.05725E-15;4.0e-20;jbo+09;2.064893576538;9.0e-12;jbo+09;-2.4410E-16;1.8e-19;jbo+09;1.34e+08;1.68e+11;2.0e+31;
1746;B1804-12;stwd85;0.522618385775;4.0e-12;hlk+04;1.40877E-15;3.0e-20;hlk+04;1.913442058714;1.4e-11;hlk+04;-5.15786E-15;9.0e-20;hlk+04;5.88e+06;8.68e+11;3.9e+32;
1747;J1806-1618;hfs+04;0.66830920992;5.0e-11;hfs+04;8.62E-16;3.0e-18;hfs+04;1.49631336087;9.0e-11;hfs+04;-1.930E-15;5.0e-18;hfs+04;1.23e+07;7.68e+11;1.1e+32;
1748;J1806-1920;mhl+02;0.8797908756;7.0e-10;mhl+02;1.7E-17;2.1e-17;mhl+02;1.1366337475;9.0e-10;mhl+02;-2.2E-17;2.7e-17;mhl+02;8.19e+08;1.24e+11;9.9e+29;
1749;J1806-2125;mhl+02;0.481824602;4.0e-09;psj+19;1.17983E-13;5.0e-18;psj+19;2.075444041;1.5e-08;psj+19;-50.821E-14;2.0e-17;psj+19;6.47e+04;7.63e+12;4.2e+34;
1750;J1806+2819;kmk+18;0.01508366732422;2.0e-14;kmk+18;0.0000375E-15;5.0e-22;kmk+18;66.29687452695;9.0e-11;kmk+18;-1.65E-16;3.0e-18;kmk+18;6.37e+09;7.61e+08;4.3e+32;
1751;J1807+04;dsm+13;0.7989;0;dsm+13;*;0;*;1.251721;0;dsm+13;*;0;*;*;*;*;
1752;J1807+0756;rtj+96;0.464300493199;2.0e-12;clm+05;0.1294E-15;2.0e-19;clm+05;2.153777595863;1.0e-11;clm+05;-6.003E-16;1.0e-18;clm+05;5.69e+07;2.48e+11;5.1e+31;
1753;B1804-08;mlt+78;0.16372737166367;9.0e-14;hlk+04;2.87993E-17;4.0e-22;hlk+04;6.107714243738;3.0e-12;hlk+04;-1.074334E-15;1.2e-20;hlk+04;9.01e+07;6.95e+10;2.6e+32;
1754;J1807-2459A;rgh+01;0.003059448798020229;3.0e-17;lfrj12;-4.3352E-21;2.6e-24;lfrj12;326.856262685978;4.0e-12;lfrj12;4.632E-16;3.0e-19;lfrj12;*;*;*;
1755;J1807-2459B;cha03;0.00418617720284089;2.5e-16;lfrj12;8.23245E-20;1.8e-24;lfrj12;238.881430848499;1.5e-11;lfrj12;-4.69779E-15;1.1e-19;lfrj12;8.06e+08;5.94e+08;4.4e+34;
1756;J1807-2557;kle+10;2.76419486975;4.0e-11;kkl+11;4.994E-15;2.0e-18;kkl+11;0.361768994995;6.0e-12;kkl+11;-6.536E-16;3.0e-19;kkl+11;8.77e+06;3.76e+12;9.3e+30;
1757;B1804-27;mlt+78;0.827776461518;9.0e-12;hlk+04;1.217251E-14;7.0e-20;hlk+04;1.208055612219;1.3e-11;hlk+04;-1.776454E-14;1.0e-19;hlk+04;1.08e+06;3.21e+12;8.5e+32;
1758;J1808+00;cnst96;0.425115;3.0e-06;cnst96;*;0;*;2.352305;1.7e-05;cnst96;*;0;*;*;*;*;
1759;J1808-0813;mld+96;0.876044286677;6.0e-12;hlk+04;1.24020E-15;6.0e-20;hlk+04;1.141494802498;7.0e-12;hlk+04;-1.61599E-15;7.0e-20;hlk+04;1.12e+07;1.05e+12;7.3e+31;
1760;J1808-1020;lfl+06;0.596993202504;4.0e-12;lfl+06;7.725E-16;4.0e-19;lfl+06;1.675060948441;1.1e-11;lfl+06;-2.1674E-15;1.0e-18;lfl+06;1.22e+07;6.87e+11;1.4e+32;
1761;J1808-1517;eklk13;0.544549207067;8.0e-12;eklk13;2.6671E-15;5.0e-19;eklk13;1.83638133528;3.0e-11;eklk13;-8.9943E-15;1.7e-18;eklk13;3.23e+06;1.22e+12;6.5e+32;
1762;J1808-1726;lfl+06;0.24103454795;9.0e-11;lfl+06;1.2E-17;1.2e-17;lfl+06;4.1487828550;1.5e-09;lfl+06;-2.0E-16;1.9e-16;lfl+06;3.29e+08;5.36e+10;3.3e+31;
1763;J1808-2024;kds+98;7.55592;5.0e-05;mte+05;5.49E-10;9.0e-12;mte+05;0.1323466;9.0e-07;mte+05;-9.62E-12;1.6e-13;mte+05;218;2.06e+15;5.0e+34;
1764;B1805-20;cl86;0.918410326286;1.1e-11;hlk+04;1.707608E-14;9.0e-20;hlk+04;1.088837931564;1.2e-11;hlk+04;-2.024485E-14;1.0e-19;hlk+04;8.52e+05;4.01e+12;8.7e+32;
1765;J1808-2701;lfl+06;2.45788177758;1.2e-10;lfl+06;6.5818E-14;1.1e-17;lfl+06;0.406854393535;1.9e-11;lfl+06;-1.08949E-14;1.8e-18;lfl+06;5.92e+05;1.29e+13;1.7e+32;
1766;J1808-3249;ebvb01;0.364912241765;1.0e-11;ebvb01;7.0494E-15;1.0e-18;ebvb01;2.74038490779;8.0e-11;ebvb01;-5.2939E-14;8.0e-18;ebvb01;8.2e+05;1.62e+12;5.7e+33;
1767;J1809-0119;kjv+10;0.7449764016;3.0e-10;bbb+12;2.29E-15;2.0e-17;bbb+12;1.3423243983;6.0e-10;bbb+12;-4.13E-15;4.0e-17;bbb+12;5.15e+06;1.32e+12;2.2e+32;
1768;J1809-0743;ebvb01;0.313885674748;5.0e-12;ebvb01;1.521E-16;9.0e-19;ebvb01;3.18587333048;6.0e-11;ebvb01;-1.544E-15;1.0e-17;ebvb01;3.27e+07;2.21e+11;1.9e+32;
1769;J1809-1429;mhl+02;0.895285284345;1.3e-11;mhl+02;5.240E-15;4.0e-18;mhl+02;1.116962400126;1.6e-11;mhl+02;-6.537E-15;4.0e-18;mhl+02;2.71e+06;2.19e+12;2.9e+32;
1770;J1809+17;scb+19;2.0667;0;scb+19;*;0;*;0.483863;0;scb+19;*;0;*;*;*;*;
1771;J1809-1850;hfs+04;1.12448108944;1.7e-10;hfs+04;1.0575E-14;8.0e-18;hfs+04;0.88929908150;1.3e-10;hfs+04;-8.363E-15;6.0e-18;hfs+04;1.68e+06;3.49e+12;2.9e+32;
1772;J1809-1917;mhl+02;0.082755269706;6.0e-12;psj+19;2.553016E-14;1.4e-19;psj+19;12.0838226201;8.0e-10;psj+19;-372.7882E-14;1.9e-17;psj+19;5.14e+04;1.47e+12;1.8e+36;
1773;J1809-1943;ims+04;5.540742829;2.0e-08;crh+16;2.8281E-12;1.1e-15;crh+16;0.18048121539;6.3e-10;crh+16;-9.2121E-14;3.5e-17;crh+16;3.1e+04;1.27e+14;6.6e+32;
1774;J1809-2004;mhl+02;0.43481138633;1.6e-10;mhl+02;7.28E-15;6.0e-17;mhl+02;2.2998477764;8.0e-10;mhl+02;-3.85E-14;3.0e-16;mhl+02;9.46e+05;1.8e+12;3.5e+33;
1775;B1806-21;cjlm87;0.702413629135;4.0e-12;hlk+04;3.82187E-15;3.0e-20;hlk+04;1.423662580739;7.0e-12;hlk+04;-7.74622E-15;6.0e-20;hlk+04;2.91e+06;1.66e+12;4.4e+32;
1776;J1809-2332;aaa+09c;0.146788548116;7.0e-12;rkp+11;3.44207E-14;3.0e-19;rkp+11;6.8125205463;3.0e-10;rkp+11;-1.59748E-12;1.0e-17;rkp+11;6.76e+04;2.27e+12;4.3e+35;
1777;J1809-3547;lml+98;0.8603878390;7.0e-10;dsb+98;1.2E-16;1.0e-17;dsb+98;1.1622665438;1.0e-09;dsb+98;-1.62E-16;1.4e-17;dsb+98;1.14e+08;3.25e+11;7.4e+30;
1778;J1810+0705;scb+19;0.30768283388;1.0e-11;tbc+20;0.242E-15;4.0e-18;tbc+20;3.25010007022;1.1e-10;tbc+20;-2.56E-15;5.0e-17;tbc+20;2.01e+07;2.76e+11;3.3e+32;
1779;J1810-1441;hfs+04;0.217213500357;4.0e-12;hfs+04;2.387E-17;1.9e-19;hfs+04;4.60376541217;8.0e-11;hfs+04;-5.06E-16;4.0e-18;hfs+04;1.44e+08;7.29e+10;9.2e+31;
1780;J1810-1709;ccb+20;1.16113257983;7.0e-11;ccb+20;333E-18;6.0e-20;ccb+20;0.86122809520;6.0e-11;ccb+20;-2.4699E-16;5.0e-20;ccb+20;5.52e+07;6.29e+11;8.4e+30;
1781;J1810+1744;hrm+11;0.00166;0;hrm+11;*;0;*;602.409639;0;hrm+11;*;0;*;*;*;*;
1782;J1810-1820;mhl+02;0.153716278369;8.0e-12;mhl+02;5.2E-17;3.0e-18;mhl+02;6.5054918751;3.0e-10;mhl+02;-2.21E-15;1.1e-16;mhl+02;4.66e+07;9.07e+10;5.7e+32;
1783;J1810-2005;clm+01;0.032822244860022;8.0e-15;jsb+10;1.4742E-19;1.2e-22;jsb+10;30.467142155106;7.0e-12;jsb+10;-1.3684E-16;1.1e-19;jsb+10;3.53e+09;2.23e+09;1.6e+32;
